CAmt|atp6::CM046786.1:9839-10508(+)	CAmt|atp6
CG|XM_011454037.4	LOC105345750
CG|XM_011454038.4	LOC105345754
CG|XM_011454040.4	LOC105345755
CG|XM_011454041.4	LOC105345756
CG|XM_011454046.4	LOC105345760
CG|XM_011454047.4	LOC105345757
CG|XM_011454048.4	LOC105345761
CG|XM_011454049.4	LOC105345762
CG|XM_011454050.4	LOC105345763
CG|XM_011454051.4	LOC105345764
CG|XM_011454052.4	LOC105345765
CG|XM_011454053.4	LOC105345765
CG|XM_011454058.4	LOC105345771
CG|XM_011454059.4	LOC105345771
CG|XM_011454060.4	LOC105345771
CG|XM_011454061.3	LOC105345774
CG|XM_011454062.4	LOC105345772
CG|XM_011454063.4	LOC105345775
CG|XM_011454064.4	LOC105345776
CG|XM_011454065.4	LOC105345777
CG|XM_011454066.4	LOC105345777
CG|XM_011454073.4	LOC105345782
CG|XM_011454075.4	LOC105345784
CG|XM_011454076.4	LOC105345785
CG|XM_011454077.4	LOC105345786
CG|XM_011454078.4	LOC105345787
CG|XM_011454079.4	LOC105345787
CG|XM_011454080.4	LOC105345787
CG|XM_011454081.4	LOC105345787
CG|XM_011454087.4	LOC105345790
CG|XM_011454088.4	LOC105345792
CG|XM_011454090.4	LOC105345793
CG|XM_011454091.3	LOC105345794
CG|XM_011454093.4	LOC105345794
CG|XM_011454094.4	LOC105345794
CG|XM_011454095.4	LOC105345794
CG|XM_011454096.4	LOC105345794
CG|XM_011454097.4	LOC105345796
CG|XM_011454098.4	LOC105345797
CG|XM_011454099.4	LOC105345797
CG|XM_011454100.4	LOC105345798
CG|XM_011454101.4	LOC105345795
CG|XM_011454104.4	LOC105345800
CG|XM_011454105.4	LOC105345800
CG|XM_011454106.4	LOC105345800
CG|XM_011454107.4	LOC105345800
CG|XM_011454108.4	LOC105345800
CG|XM_011454109.4	LOC105345800
CG|XM_011454111.4	LOC105345803
CG|XM_011454113.4	LOC105345807
CG|XM_011454117.4	LOC105345805
CG|XM_011454124.3	LOC105345809
CG|XM_011454125.4	LOC105345810
CG|XM_011454130.4	LOC105345813
CG|XM_011454131.4	LOC105345814
CG|XM_011454132.3	LOC105345815
CG|XM_011454133.4	LOC105345816
CG|XM_011454134.3	LOC105345817
CG|XM_011454139.4	LOC105345822
CG|XM_011454141.4	LOC105345824
CG|XM_011454143.4	LOC105345826
CG|XM_011454145.4	LOC105345825
CG|XM_011454146.4	LOC105345828
CG|XM_011454150.4	LOC105345833
CG|XM_011454158.4	LOC105345841
CG|XM_011454163.3	LOC105345847
CG|XM_011454165.4	LOC105345845
CG|XM_011454166.4	LOC105345849
CG|XM_011454167.4	LOC105345849
CG|XM_011454171.4	LOC105345845
CG|XM_011454181.4	LOC105345845
CG|XM_011454189.4	LOC105345845
CG|XM_011454192.4	LOC105345863
CG|XM_011454195.4	Maoa
CG|XM_011454197.4	LOC105345868
CG|XM_011454198.4	LOC105345870
CG|XM_011454201.4	LOC105345872
CG|XM_011454204.4	LOC105345874
CG|XM_011454209.4	LOC105345875
CG|XM_011454213.4	LOC105345876
CG|XM_011454217.4	LOC105345877
CG|XM_011454220.4	LOC105345877
CG|XM_011454221.4	LOC105345878
CG|XM_011454226.4	LOC105345880
CG|XM_011454230.4	LOC105345885
CG|XM_011454231.4	LOC105345886
CG|XM_011454232.4	LOC105345887
CG|XM_011454233.4	LOC105345888
CG|XM_011454234.4	LOC105345889
CG|XM_011454235.4	LOC105345891
CG|XM_011454236.4	LOC105345892
CG|XM_011454237.4	LOC105345893
CG|XM_011454238.4	LOC105345890
CG|XM_011454239.4	LOC105345893
CG|XM_011454240.4	LOC105345893
CG|XM_011454241.4	LOC105345893
CG|XM_011454242.4	LOC105345893
CG|XM_011454243.4	LOC105345893
CG|XM_011454247.4	LOC105345894
CG|XM_011454248.4	LOC105345890
CG|XM_011454252.4	LOC105345897
CG|XM_011454256.4	LOC105345890
CG|XM_011454260.4	LOC105345904
CG|XM_011454264.4	LOC105345907
CG|XM_011454268.4	LOC105345913
CG|XM_011454273.4	LOC105345913
CG|XM_011454274.4	LOC105345914
CG|XM_011454275.4	LOC105345915
CG|XM_011454276.4	LOC105345916
CG|XM_011454277.4	LOC105345916
CG|XM_011454279.4	LOC105345917
CG|XM_011454280.4	LOC105345917
CG|XM_011454281.4	LOC105345917
CG|XM_011454282.4	LOC105345917
CG|XM_011454284.4	LOC105345919
CG|XM_011454285.4	LOC105345921
CG|XM_011454286.4	LOC105345922
CG|XM_011454289.4	LOC105345923
CG|XM_011454290.4	LOC105345924
CG|XM_011454291.4	LOC105345925
CG|XM_011454297.4	LOC105345926
CG|XM_011454299.4	LOC105345928
CG|XM_011454301.4	LOC105345928
CG|XM_011454303.4	LOC105345930
CG|XM_011454304.4	LOC105345931
CG|XM_011454305.4	LOC105345931
CG|XM_011454306.4	LOC105345926
CG|XM_011454308.4	LOC105345932
CG|XM_011454312.4	LOC105345934
CG|XM_011454316.4	LOC105345937
CG|XM_011454317.4	LOC105345938
CG|XM_011454319.4	LOC105345936
CG|XM_011454320.4	LOC105345939
CG|XM_011454321.4	LOC105345940
CG|XM_011454323.4	LOC105345918
CG|XM_011454329.4	LOC105345946
CG|XM_011454331.4	LOC105345944
CG|XM_011454332.4	LOC105345948
CG|XM_011454334.4	LOC105345950
CG|XM_011454337.4	LOC105345952
CG|XM_011454344.4	LOC105345955
CG|XM_011454360.4	LOC105345956
CG|XM_011454364.4	LOC105345957
CG|XM_011454366.4	LOC105345958
CG|XM_011454368.4	LOC105345956
CG|XM_011454372.4	LOC105345967
CG|XM_011454374.4	LOC105345967
CG|XM_011454375.4	LOC105345956
CG|XM_011454377.4	LOC105345968
CG|XM_011454379.4	LOC105345969
CG|XM_011454380.4	LOC105345972
CG|XM_011454385.4	LOC105345974
CG|XM_011454388.4	LOC105345974
CG|XM_011454415.4	LOC105345995
CG|XM_011454416.4	LOC105345996
CG|XM_011454417.4	LOC105345997
CG|XM_011454420.4	LOC105346000
CG|XM_011454421.4	LOC105346000
CG|XM_011454422.4	LOC105346000
CG|XM_011454425.4	LOC105346000
CG|XM_011454429.4	LOC105346003
CG|XM_011454430.4	LOC105346003
CG|XM_011454431.4	LOC105346002
CG|XM_011454433.4	LOC105346003
CG|XM_011454434.4	LOC105346005
CG|XM_011454436.4	LOC105346006
CG|XM_011454437.4	LOC105346007
CG|XM_011454438.4	LOC105346007
CG|XM_011454439.4	LOC105346002
CG|XM_011454445.4	LOC105345993
CG|XM_011454456.4	LOC105346010
CG|XM_011454458.4	LOC105346012
CG|XM_011454462.4	LOC105346014
CG|XM_011454463.4	LOC105346015
CG|XM_011454465.4	LOC105346017
CG|XM_011454468.4	LOC105346016
CG|XM_011454471.4	LOC105346022
CG|XM_011454472.4	LOC105346022
CG|XM_011454473.4	LOC105346023
CG|XM_011454477.4	LOC105346028
CG|XM_011454479.4	LOC105346026
CG|XM_011454506.4	LOC105346053
CG|XM_011454507.4	LOC105346054
CG|XM_011454508.4	LOC105346056
CG|XM_011454513.4	LOC105346061
CG|XM_011454514.3	LOC105346062
CG|XM_011454538.4	LOC105346080
CG|XM_011454541.4	LOC105346082
CG|XM_011454542.4	LOC105346083
CG|XM_011454544.4	LOC105346085
CG|XM_011454553.4	LOC105346093
CG|XM_011454554.4	LOC105346093
CG|XM_011454560.4	LOC105346098
CG|XM_011454562.4	LOC105346100
CG|XM_011454565.4	LOC105346102
CG|XM_011454566.4	LOC105346102
CG|XM_011454567.4	LOC105346102
CG|XM_011454570.4	LOC105346102
CG|XM_011454571.4	LOC105346102
CG|XM_011454572.4	LOC105346104
CG|XM_011454576.4	LOC105346110
CG|XM_011454578.4	LOC105346111
CG|XM_011454583.4	LOC105346114
CG|XM_011454584.4	LOC105346114
CG|XM_011454587.4	LOC105346117
CG|XM_011454591.4	LOC105346119
CG|XM_011454602.4	LOC105346129
CG|XM_011454604.4	LOC105346129
CG|XM_011454609.4	LOC105346135
CG|XM_011454615.4	LOC105346148
CG|XM_011454626.4	LOC105346159
CG|XM_011454628.4	LOC105346160
CG|XM_011454629.4	LOC105346162
CG|XM_011454630.4	LOC105346163
CG|XM_011454631.4	LOC105346164
CG|XM_011454632.4	LOC105346164
CG|XM_011454634.4	LOC105346164
CG|XM_011454645.4	LOC105346166
CG|XM_011454647.4	LOC105346167
CG|XM_011454652.4	LOC105346169
CG|XM_011454653.4	LOC105346170
CG|XM_011454659.4	LOC105346174
CG|XM_011454662.4	LOC105346176
CG|XM_011454666.4	LOC105346180
CG|XM_011454674.4	LOC105346183
CG|XM_011454677.4	LOC105346185
CG|XM_011454681.4	LOC105346187
CG|XM_011454688.3	LOC105346191
CG|XM_011454691.4	LOC105346195
CG|XM_011454692.3	LOC105346196
CG|XM_011454693.4	LOC105346197
CG|XM_011454700.4	LOC105346203
CG|XM_011454701.4	LOC105346204
CG|XM_011454702.4	LOC105346206
CG|XM_011454705.4	LOC105346209
CG|XM_011454706.4	LOC105346210
CG|XM_011454708.4	LOC105346214
CG|XM_011454711.4	LOC105346213
CG|XM_011454721.4	LOC105346223
CG|XM_011454730.4	LOC105346236
CG|XM_011454732.4	LOC105346237
CG|XM_011454735.4	LOC105346239
CG|XM_011454736.4	LOC105346239
CG|XM_011454738.4	LOC105346239
CG|XM_011454741.4	LOC105346239
CG|XM_011454742.4	LOC105346239
CG|XM_011454743.4	LOC105346240
CG|XM_011454744.4	LOC105346240
CG|XM_011454748.4	LOC105346245
CG|XM_011454751.4	LOC105346248
CG|XM_011454754.4	LOC105346251
CG|XM_011454755.4	LOC105346252
CG|XM_011454756.4	LOC105346253
CG|XM_011454767.4	LOC105346265
CG|XM_011454769.4	LOC105346267
CG|XM_011454770.4	LOC105346267
CG|XM_011454771.4	LOC105346267
CG|XM_011454772.4	LOC105346267
CG|XM_011454773.4	LOC105346268
CG|XM_011454774.4	LOC105346268
CG|XM_011454776.4	LOC105346268
CG|XM_011454777.4	LOC105346271
CG|XM_011454778.4	LOC105346271
CG|XM_011454779.4	LOC105346243
CG|XM_011454780.4	LOC105346270
CG|XM_011454785.4	LOC105346276
CG|XM_011454786.4	LOC105346277
CG|XM_011454787.4	LOC105346278
CG|XM_011454788.4	LOC105346279
CG|XM_011454789.4	LOC105346281
CG|XM_011454791.4	LOC105346283
CG|XM_011454793.4	LOC105346283
CG|XM_011454794.4	LOC105346284
CG|XM_011454800.4	LOC105346280
CG|XM_011454801.4	LOC105346290
CG|XM_011454804.4	LOC105346293
CG|XM_011454805.4	LOC105346294
CG|XM_011454814.4	LOC105346301
CG|XM_011454817.4	LOC105346301
CG|XM_011454818.4	LOC105346301
CG|XM_011454819.4	LOC105346301
CG|XM_011454822.4	LOC105346303
CG|XM_011454827.4	LOC105346306
CG|XM_011454840.4	LOC105346312
CG|XM_011454842.4	LOC105346312
CG|XM_011454843.4	LOC105346314
CG|XM_011454844.4	LOC105346315
CG|XM_011454845.4	LOC105346313
CG|XM_011454846.4	LOC105346316
CG|XM_011454849.4	LOC105346313
CG|XM_011454852.4	LOC105346313
CG|XM_011454853.4	LOC105346328
CG|XM_011454854.4	LOC105346330
CG|XM_011454858.4	LOC105346313
CG|XM_011454860.4	LOC117680315
CG|XM_011454861.4	LOC105346336
CG|XM_011454862.4	LOC105346336
CG|XM_011454863.4	LOC105346336
CG|XM_011454864.4	LOC105346336
CG|XM_011454865.4	LOC105346336
CG|XM_011454866.4	LOC105346336
CG|XM_011454868.4	LOC105346313
CG|XM_011454869.4	LOC105346336
CG|XM_011454875.4	LOC105346344
CG|XM_011454878.4	LOC105346346
CG|XM_011454879.4	LOC105346346
CG|XM_011454880.4	LOC105346346
CG|XM_011454881.4	LOC105346346
CG|XM_011454882.4	LOC105346346
CG|XM_011454883.4	LOC105346346
CG|XM_011454884.4	LOC105346346
CG|XM_011454885.4	LOC105346346
CG|XM_011454886.4	LOC105346346
CG|XM_011454887.4	LOC105346347
CG|XM_011454888.4	LOC105346347
CG|XM_011454889.4	LOC105346349
CG|XM_011454911.4	LOC105346368
CG|XM_011454914.4	LOC105346371
CG|XM_011454925.4	LOC105346384
CG|XM_011454926.4	LOC105346384
CG|XM_011454928.4	LOC105346387
CG|XM_011454937.4	LOC105346394
CG|XM_011454944.4	LOC105346399
CG|XM_011454945.4	LOC105346399
CG|XM_011454949.4	LOC105346403
CG|XM_011454950.4	LOC105346404
CG|XM_011454952.4	LOC105346405
CG|XM_011454956.4	LOC105346410
CG|XM_011454960.4	LOC105346412
CG|XM_011454961.4	LOC105346412
CG|XM_011454962.4	LOC105346412
CG|XM_011454963.4	LOC105346385
CG|XM_011454964.4	LOC105346412
CG|XM_011454965.4	LOC105346413
CG|XM_011454984.4	LOC105346429
CG|XM_011454985.4	LOC105346430
CG|XM_011454986.4	LOC105346431
CG|XM_011454994.4	LOC105346440
CG|XM_011455004.4	LOC105339804
CG|XM_011455005.4	LOC105339804
CG|XM_011455020.4	LOC105346456
CG|XM_011455031.4	LOC105346467
CG|XM_011455032.4	LOC105346467
CG|XM_011455036.4	LOC105346470
CG|XM_011455042.4	LOC105346477
CG|XM_011455043.4	LOC105346477
CG|XM_011455044.4	LOC105346477
CG|XM_011455045.4	LOC105346477
CG|XM_011455053.4	LOC105346482
CG|XM_011455054.4	LOC105346483
CG|XM_011455058.4	LOC105346488
CG|XM_011455062.4	LOC105346492
CG|XM_011455063.4	LOC105346493
CG|XM_011455066.4	LOC105346495
CG|XM_011455067.4	LOC105346497
CG|XM_011455076.4	LOC105346473
CG|XM_011455121.4	LOC105346503
CG|XM_011455123.4	LOC105346505
CG|XM_011455124.4	LOC105346506
CG|XM_011455125.4	LOC105346507
CG|XM_011455126.4	LOC105346507
CG|XM_011455139.4	LOC105346521
CG|XM_011455140.4	LOC105346521
CG|XM_011455141.4	LOC105346521
CG|XM_011455142.4	LOC105346523
CG|XM_011455148.4	LOC105346529
CG|XM_011455163.4	LOC105346538
CG|XM_011455170.4	LOC105346544
CG|XM_011455173.4	LOC105346546
CG|XM_011455188.4	LOC105346563
CG|XM_011455192.4	LOC105346565
CG|XM_011455196.4	LOC105346569
CG|XM_011455197.4	LOC105346560
CG|XM_011455198.4	LOC105346570
CG|XM_011455200.4	LOC105346570
CG|XM_011455201.4	LOC105346572
CG|XM_011455204.4	LOC105346572
CG|XM_011455205.4	LOC105346573
CG|XM_011455208.4	LOC105346574
CG|XM_011455215.4	LOC105346577
CG|XM_011455219.4	LOC105346578
CG|XM_011455220.4	LOC105346581
CG|XM_011455221.4	LOC105346581
CG|XM_011455222.4	LOC105346598
CG|XM_011455224.4	LOC105346585
CG|XM_011455234.4	LOC105346587
CG|XM_011455235.4	LOC105346588
CG|XM_011455266.4	LOC105346607
CG|XM_011455267.4	LOC105346608
CG|XM_011455268.4	LOC105346608
CG|XM_011455269.4	LOC105346608
CG|XM_011455270.4	LOC105346608
CG|XM_011455271.4	LOC105346609
CG|XM_011455274.4	LOC105346612
CG|XM_011455275.4	LOC105346612
CG|XM_011455276.4	LOC105346613
CG|XM_011455279.4	LOC105346615
CG|XM_011455280.4	LOC105346616
CG|XM_011455282.4	LOC105346591
CG|XM_011455284.4	LOC105346618
CG|XM_011455287.4	LOC105346611
CG|XM_011455294.4	LOC105346611
CG|XM_011455295.4	LOC105346627
CG|XM_011455296.4	LOC105346627
CG|XM_011455304.4	LOC105346611
CG|XM_011455305.4	LOC105346630
CG|XM_011455306.4	LOC105346631
CG|XM_011455307.4	LOC105346632
CG|XM_011455312.4	LOC105346636
CG|XM_011455313.4	LOC105346636
CG|XM_011455318.4	LOC105346646
CG|XM_011455319.4	LOC105346647
CG|XM_011455322.4	LOC105346649
CG|XM_011455331.4	LOC105346653
CG|XM_011455337.4	LOC105346659
CG|XM_011455338.4	LOC105346660
CG|XM_011455345.4	LOC105346662
CG|XM_011455358.4	LOC105348838
CG|XM_011455360.4	LOC105346663
CG|XM_011455364.4	LOC105346667
CG|XM_011455367.4	LOC105346663
CG|XM_011455374.4	LOC105346663
CG|XM_011455376.4	LOC105346677
CG|XM_011455378.4	LOC105346677
CG|XM_011455379.4	LOC105346679
CG|XM_011455381.4	LOC105346681
CG|XM_011455382.4	LOC105346663
CG|XM_011455388.4	LOC105346663
CG|XM_011455394.4	LOC105346693
CG|XM_011455396.4	LOC105346663
CG|XM_011455397.4	LOC105346694
CG|XM_011455398.4	LOC105346694
CG|XM_011455400.4	LOC105346696
CG|XM_011455402.4	LOC105346697
CG|XM_011455403.4	LOC105346698
CG|XM_011455404.4	LOC105346663
CG|XM_011455405.4	LOC105346700
CG|XM_011455406.4	LOC105346700
CG|XM_011455407.4	LOC105346701
CG|XM_011455408.4	LOC105346702
CG|XM_011455409.4	LOC105346703
CG|XM_011455412.4	LOC105346663
CG|XM_011455413.4	LOC105346705
CG|XM_011455415.4	LOC105346709
CG|XM_011455420.4	LOC105346663
CG|XM_011455426.4	LOC105346717
CG|XM_011455429.4	LOC105346720
CG|XM_011455430.4	LOC105346718
CG|XM_011455431.4	LOC105346721
CG|XM_011455432.4	LOC105346722
CG|XM_011455433.4	LOC105346723
CG|XM_011455436.4	LOC105346726
CG|XM_011455437.4	LOC105346727
CG|XM_011455440.4	LOC105346728
CG|XM_011455443.4	LOC105346734
CG|XM_011455452.4	LOC105346737
CG|XM_011455458.4	LOC105346746
CG|XM_011455469.4	LOC105346761
CG|XM_011455470.4	LOC105346761
CG|XM_011455471.4	LOC105346763
CG|XM_011455474.4	LOC105346766
CG|XM_011455475.4	LOC105346768
CG|XM_011455476.4	LOC105346769
CG|XM_011455479.4	LOC105346771
CG|XM_011455481.4	LOC105346772
CG|XM_011455483.4	LOC105346774
CG|XM_011455497.4	LOC105346787
CG|XM_011455498.4	LOC105346787
CG|XM_011455507.4	LOC105346797
CG|XM_011455510.3	LOC105346800
CG|XM_011455522.4	LOC105346802
CG|XM_011455526.4	LOC105346806
CG|XM_011455527.4	LOC105346806
CG|XM_011455557.4	LOC105346835
CG|XM_011455560.4	LOC105346836
CG|XM_011455563.4	LOC105346837
CG|XM_011455564.4	LOC105346837
CG|XM_011455565.4	LOC105346839
CG|XM_011455572.4	LOC105346844
CG|XM_011455573.4	LOC105346844
CG|XM_011455574.4	LOC105346844
CG|XM_011455575.4	LOC105346844
CG|XM_011455577.4	LOC105346844
CG|XM_011455580.4	LOC105346847
CG|XM_011455581.4	LOC105346847
CG|XM_011455582.4	LOC105346847
CG|XM_011455583.4	LOC105346847
CG|XM_011455584.4	LOC105346848
CG|XM_011455588.4	LOC105346851
CG|XM_011455589.4	LOC105346851
CG|XM_011455590.4	LOC105346851
CG|XM_011455592.4	LOC105346851
CG|XM_011455594.4	LOC105346851
CG|XM_011455596.4	LOC105346851
CG|XM_011455597.4	LOC105346851
CG|XM_011455601.4	LOC105346854
CG|XM_011455602.4	LOC105346855
CG|XM_011455605.4	LOC105346858
CG|XM_011455613.4	LOC105346863
CG|XM_011455621.4	LOC105346846
CG|XM_011455639.4	LOC105346890
CG|XM_011455650.4	LOC105346898
CG|XM_011455654.4	LOC105346899
CG|XM_011455659.4	LOC105346902
CG|XM_011455660.4	LOC105346903
CG|XM_011455664.4	LOC105346903
CG|XM_011455670.4	LOC105346905
CG|XM_011455673.4	LOC105346907
CG|XM_011455674.4	LOC105346908
CG|XM_011455677.4	LOC105346909
CG|XM_011455678.4	LOC105346909
CG|XM_011455679.4	LOC105346909
CG|XM_011455681.4	LOC105346909
CG|XM_011455682.4	LOC105346909
CG|XM_011455684.4	LOC105346911
CG|XM_011455686.4	LOC105346911
CG|XM_011455687.4	LOC105346911
CG|XM_011455688.4	LOC105346912
CG|XM_011455692.4	LOC105346912
CG|XM_011455693.4	LOC105346913
CG|XM_011455694.4	LOC105346914
CG|XM_011455695.4	LOC105346914
CG|XM_011455696.4	LOC105346915
CG|XM_011455703.4	LOC105346919
CG|XM_011455704.4	LOC105346921
CG|XM_011455705.4	LOC105346922
CG|XM_011455709.4	LOC105346926
CG|XM_011455711.4	LOC105346927
CG|XM_011455712.4	LOC105346927
CG|XM_011455713.4	LOC105346927
CG|XM_011455718.4	LOC105346929
CG|XM_011455720.4	LOC105346932
CG|XM_011455749.4	LOC105346946
CG|XM_011455753.4	LOC105346948
CG|XM_011455763.4	LOC105346951
CG|XM_011455767.4	LOC105346955
CG|XM_011455768.4	LOC105346955
CG|XM_011455769.4	LOC105346955
CG|XM_011455771.4	LOC105346956
CG|XM_011455773.4	LOC105346957
CG|XM_011455778.4	LOC105346958
CG|XM_011455781.4	LOC105346960
CG|XM_011455782.4	LOC105346962
CG|XM_011455784.4	LOC105346964
CG|XM_011455785.4	LOC105346964
CG|XM_011455786.4	LOC105346965
CG|XM_011455788.4	LOC105346965
CG|XM_011455789.4	LOC105346967
CG|XM_011455790.4	LOC105346967
CG|XM_011455791.4	LOC105346966
CG|XM_011455792.4	LOC105346968
CG|XM_011455794.4	LOC105346970
CG|XM_011455805.4	LOC105346972
CG|XM_011455807.4	LOC105346973
CG|XM_011455808.4	LOC105346974
CG|XM_011455810.4	LOC105346975
CG|XM_011455811.4	LOC105346972
CG|XM_011455812.4	LOC105346975
CG|XM_011455813.4	LOC105346975
CG|XM_011455814.4	LOC105346975
CG|XM_011455815.4	LOC105346975
CG|XM_011455816.4	LOC105346976
CG|XM_011455819.4	LOC105346976
CG|XM_011455824.4	LOC105346978
CG|XM_011455828.4	LOC105346989
CG|XM_011455830.4	LOC105346978
CG|XM_011455832.4	LOC105346991
CG|XM_011455833.4	LOC105346991
CG|XM_011455835.4	LOC105346991
CG|XM_011455836.4	LOC105346992
CG|XM_011455844.4	LOC105346997
CG|XM_011455845.4	LOC105346998
CG|XM_011455847.4	LOC105347000
CG|XM_011455848.4	LOC105347001
CG|XM_011455852.4	LOC105347002
CG|XM_011455853.4	LOC105347003
CG|XM_011455855.4	LOC105347004
CG|XM_011455856.4	LOC105347005
CG|XM_011455857.4	LOC105347005
CG|XM_011455859.4	LOC105346995
CG|XM_011455860.4	LOC105347007
CG|XM_011455861.4	LOC105347008
CG|XM_011455862.4	LOC105347008
CG|XM_011455863.4	LOC105347008
CG|XM_011455864.4	LOC105347008
CG|XM_011455865.4	LOC105347008
CG|XM_011455867.4	LOC105347009
CG|XM_011455868.4	LOC105347010
CG|XM_011455870.4	LOC105346995
CG|XM_011455871.4	LOC105347010
CG|XM_011455872.4	LOC105347011
CG|XM_011455873.4	LOC105347012
CG|XM_011455875.4	LOC105347014
CG|XM_011455878.4	LOC105346995
CG|XM_011455884.4	LOC105347019
CG|XM_011455887.4	LOC105346995
CG|XM_011455893.4	LOC105347025
CG|XM_011455894.4	LOC105347026
CG|XM_011455896.4	LOC105347029
CG|XM_011455897.4	LOC105347030
CG|XM_011455898.4	LOC105347027
CG|XM_011455899.4	LOC105347030
CG|XM_011455900.4	LOC105347030
CG|XM_011455901.4	LOC105347030
CG|XM_011455902.4	LOC105347031
CG|XM_011455903.4	LOC105347031
CG|XM_011455904.4	LOC105347031
CG|XM_011455905.4	LOC105347032
CG|XM_011455910.4	LOC105347036
CG|XM_011455915.4	LOC105347039
CG|XM_011455920.4	LOC105347042
CG|XM_011455924.4	LOC105347043
CG|XM_011455925.4	LOC105347044
CG|XM_011455935.4	LOC105347052
CG|XM_011455937.4	LOC105347053
CG|XM_011455938.4	LOC105347054
CG|XM_011455939.4	LOC105347055
CG|XM_011455940.4	LOC105347056
CG|XM_011455941.4	LOC105347057
CG|XM_011455942.4	LOC105347058
CG|XM_011455951.4	LOC105347061
CG|XM_011455952.4	LOC105347062
CG|XM_011455955.4	LOC105347063
CG|XM_011455957.4	LOC105347065
CG|XM_011455958.4	LOC105347066
CG|XM_011455959.4	LOC105347067
CG|XM_011455973.4	LOC105347080
CG|XM_011455974.4	LOC105347081
CG|XM_011455981.4	LOC105347083
CG|XM_011455982.4	LOC105347084
CG|XM_011455983.4	LOC105347086
CG|XM_011455985.4	LOC105347088
CG|XM_011455987.4	LOC105347090
CG|XM_011455993.4	LOC105347097
CG|XM_011455995.4	LOC105347098
CG|XM_011455998.4	LOC105347100
CG|XM_011456005.4	LOC105347105
CG|XM_011456007.4	LOC105347107
CG|XM_011456008.4	LOC105347107
CG|XM_011456009.4	LOC105347107
CG|XM_011456010.4	LOC105347107
CG|XM_011456014.4	LOC105347109
CG|XM_011456015.4	LOC105347109
CG|XM_011456016.4	LOC105347108
CG|XM_011456019.4	LOC105347110
CG|XM_011456024.4	LOC105347115
CG|XM_011456029.4	LOC105347123
CG|XM_011456031.4	LOC105347124
CG|XM_011456036.4	LOC105347127
CG|XM_011456037.4	LOC105347132
CG|XM_011456050.4	LOC105347138
CG|XM_011456055.4	LOC105347143
CG|XM_011456056.4	LOC105347143
CG|XM_011456057.4	LOC105347144
CG|XM_011456058.4	LOC105347145
CG|XM_011456060.4	LOC105347146
CG|XM_011456062.4	LOC105347139
CG|XM_011456063.4	LOC105347147
CG|XM_011456065.4	LOC105347147
CG|XM_011456066.4	LOC105347147
CG|XM_011456067.4	LOC105347148
CG|XM_011456068.4	LOC105347149
CG|XM_011456069.4	LOC105347150
CG|XM_011456070.4	LOC105347150
CG|XM_011456072.4	LOC105347151
CG|XM_011456073.4	LOC105347152
CG|XM_011456074.4	LOC105347153
CG|XM_011456075.4	LOC105347153
CG|XM_011456076.4	LOC105347153
CG|XM_011456077.4	LOC105347153
CG|XM_011456078.4	LOC105347155
CG|XM_011456079.4	LOC105347139
CG|XM_011456080.4	LOC105347156
CG|XM_011456083.3	LOC105347158
CG|XM_011456087.4	LOC105347159
CG|XM_011456090.4	LOC105347160
CG|XM_011456091.4	LOC105347160
CG|XM_011456092.4	LOC105347160
CG|XM_011456094.4	LOC105347162
CG|XM_011456097.4	LOC105347139
CG|XM_011456098.4	LOC105347164
CG|XM_011456099.4	LOC105347164
CG|XM_011456101.4	LOC105347165
CG|XM_011456102.4	LOC105347166
CG|XM_011456103.4	LOC105347167
CG|XM_011456104.4	LOC105347167
CG|XM_011456105.4	LOC105347167
CG|XM_011456106.4	LOC105347139
CG|XM_011456107.4	LOC105347167
CG|XM_011456108.4	LOC105347167
CG|XM_011456109.4	LOC105347167
CG|XM_011456110.4	LOC105347167
CG|XM_011456111.4	LOC105347167
CG|XM_011456112.4	LOC105347168
CG|XM_011456113.4	LOC105347169
CG|XM_011456115.4	LOC105347139
CG|XM_011456118.4	LOC105347173
CG|XM_011456119.4	LOC105347174
CG|XM_011456120.4	LOC105347174
CG|XM_011456122.4	LOC105347175
CG|XM_011456140.4	LOC105347180
CG|XM_011456146.4	LOC105347183
CG|XM_011456147.4	LOC105347185
CG|XM_011456148.4	LOC105347186
CG|XM_011456157.4	LOC105347197
CG|XM_011456159.4	LOC105347197
CG|XM_011456161.4	LOC105347199
CG|XM_011456162.4	LOC105347200
CG|XM_011456163.4	LOC105347200
CG|XM_011456164.4	LOC105347200
CG|XM_011456165.4	LOC105347200
CG|XM_011456166.4	LOC105347200
CG|XM_011456169.4	LOC105347201
CG|XM_011456170.4	LOC105347201
CG|XM_011456173.4	LOC105347203
CG|XM_011456176.4	LOC105347207
CG|XM_011456178.4	LOC105347208
